-5 -5 1979 5 -37 1 32.6 
-23 -8 1975 6 -35 -1 32.59 
-14 -12 1973 7 -35 -1 32.59 
-24 -6 1962 8 -35 -1 32.59 
-19 -4 1963 7 -34 -1 32.59 
-22 -9 1971 6 -35 0 32.6 
-20 -9 1971 6 -35 0 32.6 
-22 -5 1970 5 -34 1 32.6 
-16 -1 1969 5 -37 -1 32.59 
-23 -11 1965 6 -35 -1 32.63 
-24 -7 1972 7 -35 -1 32.59 
-22 -6 1972 8 -34 0 32.59 
-3 1 1973 7 -36 0 32.6 
-12 -1 1968 6 -34 -1 32.59 
-1 0 1972 6 -35 0 32.6 
-2 -2 1977 7 -35 -2 32.6 
2 -2 1971 7 -35 -1 32.6 
2 -1 1970 7 -35 0 32.6 
-9 -6 1982 7 -35 -1 32.58 
-16 -9 1978 4 -36 2 32.62 
-22 -13 1970 6 -36 0 32.59 
-11 -5 1973 6 -35 0 32.61 
-18 -16 1973 6 -35 -1 32.61 
-27 -13 1973 7 -34 1 32.59 
-20 -7 1973 6 -33 -1 32.6 
-15 -5 1970 5 -36 0 32.6 
-12 2 1976 5 -35 0 32.62 
3 0 1972 7 -36 1 32.58 
-15 -7 1962 6 -36 2 32.59 
1 -12 1963 6 -34 0 32.61 
-9 -8 1968 6 -35 0 32.59 
-4 -11 1969 6 -35 0 32.58 
-24 -7 1973 6 -35 1 32.58 
-26 -13 1968 6 -34 0 32.61 
-13 -12 1965 6 -34 0 32.62 
-14 -9 1973 6 -34 0 32.59 
-13 -6 1972 7 -36 0 32.61 
-19 -3 1970 5 -35 -1 32.62 
-16 -11 1974 5 -35 1 32.6 
-3 -7 1966 6 -35 -1 32.64 
-30 -6 1964 8 -35 0 32.6 
-5 0 1971 6 -35 1 32.6 
1 3 1974 6 -36 1 32.59 
-22 -7 1974 7 -35 -1 32.63 
-18 -12 1967 5 -35 0 32.6 
-27 -13 1962 6 -36 0 32.62 
-21 -3 1975 8 -36 1 32.6 
-3 -1 1964 7 -35 1 32.6 
-5 -4 1974 8 -35 1 32.6 
-11 -12 1973 7 -35 0 32.6 
-17 -10 1960 7 -34 1 32.6 
-15 -8 1968 6 -34 0 32.6 
-12 -9 1966 8 -34 0 32.61 
-15 -9 1970 5 -35 -1 32.59 
-13 -9 1971 5 -35 1 32.62 
-18 -8 1968 7 -36 0 32.64 
-12 -5 1973 6 -35 0 32.63 
-24 -10 1974 6 -34 1 32.6 
-18 -5 1974 7 -34 0 32.62 
-4 -1 1971 4 -34 0 32.61 
-4 -2 1979 6 -35 -1 32.6 
-23 -10 1973 6 -35 -1 32.6 
-32 -11 1964 5 -35 0 32.61 
-29 -13 1960 5 -36 0 32.62 
-20 -3 1972 7 -35 0 32.63 
-24 -11 1974 6 -35 1 32.62 
-10 -3 1967 7 -34 1 32.63 
-26 -10 1980 6 -35 0 32.61 
-14 -8 1979 6 -35 0 32.61 
-6 -6 1977 7 -35 0 32.61 
4 3 1958 5 -35 0 32.63 
-23 -10 1966 6 -35 -1 32.62 
-17 -2 1972 5 -35 0 32.6 
-18 -8 1970 8 -34 1 32.62 
-19 -10 1974 6 -34 0 32.62 
-23 -9 1964 7 -34 2 32.62 
-20 -9 1976 7 -35 0 32.6 
-15 -6 1974 6 -35 -2 32.62 
-23 -8 1966 5 -35 -1 32.6 
-13 -4 1975 6 -35 -1 32.61 
-10 -7 1972 7 -34 0 32.6 
2 -6 1965 6 -36 0 32.59 
-22 -10 1968 7 -35 -1 32.6 
-5 -7 1971 5 -35 0 32.62 
-13 -6 1970 8 -35 0 32.61 
-2 -5 1970 8 -35 0 32.61 
4 -12 1968 8 -35 0 32.61 
-23 -8 1975 6 -35 0 32.6 
-20 -2 1967 7 -36 0 32.59 
-34 -7 1970 7 -36 0 32.6 
-6 -1 1972 5 -36 0 32.61 
-22 -8 1973 6 -36 0 32.62 
-18 -8 1977 6 -36 -1 32.62 
-10 -5 1974 7 -36 1 32.62 
-12 -6 1978 5 -35 0 32.6 
-15 -11 1975 6 -34 -2 32.61 
-7 -4 1978 5 -35 0 32.62 
-14 -7 1974 7 -34 0 32.62 
-7 -1 1975 7 -34 -1 32.61 
-22 -12 1968 5 -35 0 32.56 
-11 -1 1971 6 -36 0 32.57 
-19 -9 1969 5 -35 1 32.59 
-21 -3 1978 6 -36 1 32.59 
-23 -8 1979 7 -35 0 32.61 
-9 -3 1974 6 -34 0 32.6 
-3 -1 1976 6 -34 0 32.6 
-13 -2 1974 6 -36 1 32.62 
-10 -3 1973 6 -34 1 32.61 
-17 -7 1975 5 -36 0 32.62 
-26 -9 1973 8 -34 0 32.62 
-29 -12 1975 8 -35 -1 32.62 
-23 -14 1960 7 -35 1 32.62 
-22 -9 1968 8 -35 0 32.61 
-15 -7 1965 8 -35 -1 32.6 
-18 -11 1970 6 -35 -1 32.58 
-17 -2 1978 8 -35 0 32.61 
-15 -8 1970 7 -34 0 32.6 
-16 -9 1978 7 -35 -1 32.62 
-8 -9 1972 7 -36 0 32.61 
-19 -6 1980 6 -35 0 32.62 
-21 -9 1972 7 -36 -1 32.61 
-15 -8 1968 8 -35 -1 32.62 
-7 -14 1972 5 -35 -2 32.62 
-21 -11 1974 4 -36 0 32.62 
-15 -11 1968 7 -36 -1 32.62 
-8 -10 1978 6 -35 1 32.61 
-15 -9 1978 6 -36 0 32.62 
-10 -5 1969 6 -37 0 32.62 
-13 -7 1968 6 -35 1 32.61 
-6 -12 1973 7 -35 1 32.59 
-9 -5 1971 6 -35 1 32.61 
-21 -8 1972 7 -34 0 32.6 
-14 -1 1974 6 -35 1 32.61 
-18 -8 1966 6 -36 0 32.64 
-3 -8 1976 7 -36 0 32.64 
-13 -4 1966 6 -36 1 32.62 
-13 -5 1978 4 -34 0 32.63 
-4 -1 1972 6 -35 0 32.62 
-10 -4 1979 6 -35 0 32.6 
-11 -2 1977 6 -35 0 32.62 
-18 -10 1973 7 -35 0 32.63 
-6 -6 1967 7 -35 0 32.59 
-14 -6 1973 5 -35 -1 32.64 
-12 -13 1975 5 -35 1 32.63 
-16 -6 1965 5 -34 0 32.63 
-6 -6 1972 4 -35 1 32.63 
-5 -5 1982 6 -35 0 32.63 
-20 -5 1981 5 -35 0 32.65 
-10 -1 1967 8 -35 0 32.61 
-12 -12 1981 5 -34 1 32.61 
-7 -4 1974 7 -34 -1 32.62 
-12 -6 1978 6 -36 1 32.63 
-16 -5 1970 7 -35 0 32.63 
-24 -6 1971 6 -36 0 32.6 
-13 -7 1979 6 -35 0 32.6 
-14 -13 1969 7 -35 1 32.6 
-4 0 1973 4 -34 0 32.62 
-20 -7 1966 6 -35 0 32.63 
-14 -7 1975 6 -34 -1 32.61 
-17 -8 1975 7 -36 0 32.63 
-17 -13 1968 6 -35 0 32.62 
-15 -10 1975 6 -36 -1 32.62 
-11 -11 1967 6 -36 -1 32.63 
-19 -11 1966 5 -35 0 32.64 
-20 -9 1979 6 -35 -1 32.62 
-19 -8 1978 6 -35 0 32.61 
-21 -8 1968 7 -35 0 32.62 
-15 -10 1968 6 -34 0 32.6 
-20 -6 1971 7 -34 0 32.63 
-20 -9 1980 6 -35 -1 32.63 
-18 -5 1977 6 -34 0 32.63 
-12 -10 1974 7 -35 -1 32.62 
-16 -12 1972 7 -34 -1 32.64 
-22 -8 1967 6 -34 0 32.62 
-5 -3 1974 6 -35 0 32.64 
-8 -6 1969 6 -35 0 32.63 
-13 -14 1975 7 -35 -1 32.62 
-5 -8 1971 7 -33 0 32.59 
-10 -7 1970 6 -34 0 32.6 
-19 -12 1972 7 -35 0 32.62 
-8 -3 1975 8 -34 1 32.62 
-16 -9 1966 8 -33 0 32.62 
-14 -6 1965 5 -35 0 32.61 
-6 -5 1976 6 -36 1 32.62 
-21 -8 1983 6 -36 -2 32.63 
-24 -8 1978 6 -35 1 32.64 
-18 -9 1970 6 -36 0 32.62 
-21 -8 1976 6 -36 1 32.63 
-7 -7 1976 8 -34 0 32.61 
-8 -14 1970 7 -33 0 32.61 
-19 -11 1971 5 -34 1 32.61 
-13 -10 1969 5 -37 0 32.61 
-18 -7 1972 5 -37 1 32.64 
-1 -6 1968 6 -37 0 32.61 
-16 -9 1975 6 -34 1 32.61 
-20 -10 1973 7 -35 0 32.62 
-19 -10 1969 5 -35 0 32.62 
-12 -4 1973 4 -35 0 32.62 
-19 -13 1961 6 -35 0 32.62 
-20 -10 1973 7 -35 0 32.64 
-3 -11 1969 7 -36 -1 32.62 
-5 -5 1960 7 -35 -1 32.62 
-16 -10 1973 7 -35 0 32.61 
-24 -8 1973 8 -35 0 32.63 
-9 -5 1969 7 -34 0 32.62 
-8 5 1968 8 -33 0 32.62 
-13 0 1977 6 -34 0 32.63 
-3 -2 1967 8 -35 -1 32.62 
-18 -12 1978 6 -35 -1 32.64 
-32 -16 1974 6 -35 0 32.63 
-16 -11 1960 6 -33 1 32.61 
-13 -7 1961 6 -35 -1 32.61 
-29 -7 1966 6 -35 -2 32.62 
-17 -9 1974 6 -36 0 32.6 
-14 2 1978 7 -35 1 32.62 
-13 -7 1973 8 -35 0 32.64 
-10 -5 1969 6 -37 0 32.65 
